,subject,task,domain,response_rate,percent_lottery,percent_risk,percent_ambiguity,conf_1,conf_2,conf_3,conf_4,negLL,gamma,beta,alpha,at_bound,LL,LL0,AIC,BIC,R2,softmax_accuracy,softmax_range,fig_fn
64,p0064,CRDM,gain,1.0,0.8303571428571429,0.7285714285714285,1.0,112,0,0,0,19.339162514178312,8.0,-4.167,1.5606451363093068,1,-19.339162514178312,-77.63248422271388,44.678325028356625,48.11532277094681,0.750888269159368,0.9107142857142857,0.6724255308416603,p0064/crdm/p0064_crdm_gain_model_fit.eps
65,p0065,CRDM,gain,1.0,0.7946428571428571,0.6714285714285714,1.0,112,0,0,0,25.491918611670037,8.0,-4.167,1.4380230183117302,1,-25.491918611670037,-77.63248422271387,56.983837223340075,60.42083496593026,0.6716333521089157,0.8928571428571429,0.6462612234860846,p0065/crdm/p0065_crdm_gain_model_fit.eps
66,p0066,CRDM,gain,1.0,0.8214285714285714,0.7142857142857143,1.0,112,0,0,0,19.799543237635092,8.0,-4.167,1.5515853205957129,1,-19.799543237635092,-77.63248422271387,45.599086475270184,49.03608421786037,0.7449580103499753,0.9017857142857143,0.6703754111372284,p0066/crdm/p0066_crdm_gain_model_fit.eps
67,p0067,CRDM,gain,1.0,0.8392857142857143,0.7428571428571429,1.0,112,0,0,0,18.844578434773148,8.0,-4.167,1.5717292274989212,1,-18.844578434773148,-77.63248422271388,43.689156869546295,47.12615461213648,0.7572591084331222,0.9196428571428571,0.674959110762179,p0067/crdm/p0067_crdm_gain_model_fit.eps
68,p0068,CRDM,gain,1.0,0.8303571428571429,0.7285714285714285,1.0,112,0,0,0,19.33916251417831,8.0,-4.167,1.5606451397685195,1,-19.33916251417831,-77.63248422271388,44.67832502835662,48.115322770946804,0.750888269159368,0.9107142857142857,0.6724255316280017,p0068/crdm/p0068_crdm_gain_model_fit.eps
69,p0069,CRDM,gain,1.0,0.8214285714285714,0.7142857142857143,1.0,112,0,0,0,20.441017142144563,8.0,-4.167,1.5368033679855369,1,-20.441017142144563,-77.63248422271387,46.882034284289126,50.31903202687931,0.7366950530205514,0.9017857142857143,0.6670705761249742,p0069/crdm/p0069_crdm_gain_model_fit.eps
70,p0070,CRDM,gain,1.0,0.8125,0.7,1.0,112,0,0,0,21.829576363555233,8.0,-4.167,1.5110520836714563,1,-21.829576363555233,-77.63248422271387,49.65915272711047,53.09615046970065,0.7188087360320707,0.8928571428571429,0.661432227776958,p0070/crdm/p0070_crdm_gain_model_fit.eps
71,p0071,CRDM,gain,1.0,0.8482142857142857,0.7571428571428571,1.0,112,0,0,0,16.24155303799753,8.0,-4.167,1.644523540778374,1,-16.24155303799753,-77.63248422271387,38.48310607599506,41.92010381858525,0.7907892140691597,0.9196428571428571,0.6922874287266552,p0071/crdm/p0071_crdm_gain_model_fit.eps
72,p0072,CRDM,gain,1.0,0.8392857142857143,0.7428571428571429,1.0,112,0,0,0,18.84457843477314,8.0,-4.167,1.5717292224874315,1,-18.84457843477314,-77.63248422271388,43.68915686954628,47.12615461213647,0.7572591084331222,0.9196428571428571,0.6749591096103515,p0072/crdm/p0072_crdm_gain_model_fit.eps
73,p0073,CRDM,gain,1.0,0.8303571428571429,0.7285714285714285,1.0,112,0,0,0,19.339162514178305,8.0,-4.167,1.5606451400534909,1,-19.339162514178305,-77.63248422271388,44.67832502835661,48.1153227709468,0.7508882691593681,0.9107142857142857,0.6724255316927807,p0073/crdm/p0073_crdm_gain_model_fit.eps
74,p0074,CRDM,gain,1.0,0.8303571428571429,0.7285714285714285,1.0,112,0,0,0,19.33916251417831,8.0,-4.167,1.5606451441199183,1,-19.33916251417831,-77.63248422271388,44.67832502835662,48.115322770946804,0.750888269159368,0.9107142857142857,0.6724255326171529,p0074/crdm/p0074_crdm_gain_model_fit.eps
75,p0075,CRDM,gain,1.0,0.9642857142857143,0.9428571428571428,1.0,112,0,0,0,2.3327709824826064,8.0,-4.167,2.4758391319464716,1,-2.3327709824826064,-77.63248422271387,10.665541964965213,14.102539707555401,0.9699510970718095,0.9910714285714286,0.9249245777574507,p0075/crdm/p0075_crdm_gain_model_fit.eps
76,p0076,CRDM,gain,1.0,0.9642857142857143,0.9428571428571428,1.0,112,0,0,0,2.3327709824826064,8.0,-4.167,2.475839130041965,1,-2.3327709824826064,-77.63248422271387,10.665541964965213,14.102539707555401,0.9699510970718095,0.9910714285714286,0.9249245773342359,p0076/crdm/p0076_crdm_gain_model_fit.eps
77,p0077,CRDM,gain,1.0,0.9553571428571429,0.9285714285714286,1.0,112,0,0,0,3.0775314969506073,8.0,-4.167,2.3784715102813965,1,-3.0775314969506073,-77.63248422271387,12.155062993901215,15.592060736491403,0.9603576836711587,0.9821428571428571,0.9016281378454767,p0077/crdm/p0077_crdm_gain_model_fit.eps
78,p0078,CRDM,gain,1.0,0.9553571428571429,0.9285714285714286,1.0,112,0,0,0,3.0775314969506065,8.0,-4.167,2.3784715131397753,1,-3.0775314969506065,-77.63248422271387,12.155062993901213,15.592060736491401,0.9603576836711587,0.9821428571428571,0.9016281385752148,p0078/crdm/p0078_crdm_gain_model_fit.eps
79,p0079,CRDM,gain,1.0,0.9553571428571429,0.9285714285714286,1.0,112,0,0,0,3.077531496950607,8.0,-4.167,2.37847150838391,1,-3.077531496950607,-77.63248422271387,12.155062993901215,15.592060736491401,0.9603576836711587,0.9821428571428571,0.9016281373610524,p0079/crdm/p0079_crdm_gain_model_fit.eps
80,p0080,CRDM,gain,1.0,0.9642857142857143,0.9428571428571428,1.0,112,0,0,0,2.332770982482607,8.0,-4.167,2.4758391282476366,1,-2.332770982482607,-77.63248422271387,10.665541964965215,14.102539707555401,0.9699510970718095,0.9910714285714286,0.9249245769355048,p0080/crdm/p0080_crdm_gain_model_fit.eps
81,p0081,CRDM,gain,1.0,0.9553571428571429,0.9285714285714286,1.0,112,0,0,0,3.077531496950607,8.0,-4.167,2.3784715112719543,1,-3.077531496950607,-77.63248422271387,12.155062993901215,15.592060736491401,0.9603576836711587,0.9821428571428571,0.9016281380983641,p0081/crdm/p0081_crdm_gain_model_fit.eps
