,subject,task,domain,response_rate,percent_lottery,percent_risk,percent_ambiguity,conf_1,conf_2,conf_3,conf_4,negLL,gamma,beta,alpha,at_bound,LL,LL0,AIC,BIC,R2,softmax_accuracy,softmax_range,fig_fn
31,p0031,CRDM,gain,1.0,0.675,0.6,0.8,40,0,0,0,7.880306930322658,8.0,-1.0442630710417777,1.9005951619856365,1,-7.880306930322658,-27.725887222397812,21.760613860645314,23.13837276887319,0.7157780067735142,0.95,0.8149877551088893,p0031/crdm/p0031_crdm_gain_model_fit.eps
32,p0032,CRDM,gain,1.0,0.7,0.6,0.8666666666666667,40,0,0,0,7.613507231919273,8.0,-2.840671295764164,1.8539812446698893,1,-7.613507231919273,-27.72588722239781,21.227014463838547,22.60477337206642,0.7254007718184451,0.925,0.7982805300511255,p0032/crdm/p0032_crdm_gain_model_fit.eps
33,p0033,CRDM,gain,1.0,0.7,0.6,0.8666666666666667,40,0,0,0,7.613507231919273,8.0,-2.8406713842107294,1.8539812439979286,1,-7.613507231919273,-27.72588722239781,21.227014463838547,22.60477337206642,0.7254007718184451,0.925,0.7982805298115689,p0033/crdm/p0033_crdm_gain_model_fit.eps
34,p0034,CRDM,gain,1.0,0.675,0.6,0.8,40,0,0,0,7.880306930322659,8.0,-1.0442630982914252,1.9005951637323253,1,-7.880306930322659,-27.725887222397812,21.760613860645318,23.13837276887319,0.7157780067735142,0.95,0.8149877557373957,p0034/crdm/p0034_crdm_gain_model_fit.eps
35,p0035,CRDM,gain,1.0,0.625,0.64,0.6,40,0,0,0,5.354378747161944,8.0,1.1181649152315314,2.2352604011552915,1,-5.354378747161944,-27.725887222397812,16.70875749432389,18.086516402551762,0.8068816083607051,0.925,0.93514821320967,p0035/crdm/p0035_crdm_gain_model_fit.eps
36,p0036,CRDM,gain,1.0,0.6,0.6,0.6,40,0,0,0,7.960248953815744,8.0,0.9470981447208369,1.9001271304607747,1,-7.960248953815744,-27.72588722239781,21.920497907631486,23.29825681585936,0.7128947077522116,0.95,0.8148193488247181,p0036/crdm/p0036_crdm_gain_model_fit.eps
37,p0037,CRDM,gain,1.0,0.625,0.6,0.6666666666666666,40,0,0,0,8.78063477702571,8.0,0.5407132429985022,1.8348029538442552,1,-8.78063477702571,-27.725887222397812,23.56126955405142,24.939028462279293,0.683305543783196,0.9,0.7914638185706317,p0037/crdm/p0037_crdm_gain_model_fit.eps
38,p0038,CRDM,gain,1.0,0.6,0.6,0.6,40,0,0,0,7.960248953815743,8.0,0.94709813486483,1.900127130612243,1,-7.960248953815743,-27.72588722239781,21.920497907631486,23.298256815859357,0.7128947077522116,0.95,0.8148193488792177,p0038/crdm/p0038_crdm_gain_model_fit.eps
39,p0039,CRDM,gain,1.0,0.6,0.6,0.6,40,0,0,0,7.960248953815743,8.0,0.9470981536370049,1.9001271283042274,1,-7.960248953815743,-27.72588722239781,21.920497907631486,23.298256815859357,0.7128947077522116,0.95,0.8148193480487724,p0039/crdm/p0039_crdm_gain_model_fit.eps
40,p0040,CRDM,gain,1.0,0.525,0.64,0.3333333333333333,40,0,0,0,10.542134216964342,8.0,1.7149652205821526,1.6963579230055676,1,-10.542134216964342,-27.725887222397812,27.084268433928685,28.462027342156556,0.6197728811199922,0.925,0.9999197469497295,p0040/crdm/p0040_crdm_gain_model_fit.eps
41,p0041,CRDM,gain,1.0,0.5,0.6,0.3333333333333333,40,0,0,0,7.511716072855075,8.0,1.8328366641496858,1.9207724664825925,1,-7.511716072855075,-27.725887222397812,21.02343214571015,22.40119105393802,0.7290721118281516,0.95,0.9999999999992318,p0041/crdm/p0041_crdm_gain_model_fit.eps
42,p0042,CRDM,gain,1.0,0.5,0.6,0.3333333333333333,40,0,0,0,7.511716072855075,8.0,1.8328366684513715,1.920772473576952,1,-7.511716072855075,-27.725887222397812,21.02343214571015,22.40119105393802,0.7290721118281516,0.95,0.9999999999992318,p0042/crdm/p0042_crdm_gain_model_fit.eps
43,p0043,CRDM,gain,1.0,0.5,0.6,0.3333333333333333,40,0,0,0,7.511716072855076,8.0,1.8328366676173469,1.920772474859445,1,-7.511716072855076,-27.725887222397812,21.023432145710153,22.401191053938025,0.7290721118281516,0.95,0.9999999999992318,p0043/crdm/p0043_crdm_gain_model_fit.eps
44,p0044,CRDM,gain,1.0,0.5,0.6,0.3333333333333333,40,0,0,0,7.511716072855076,8.0,1.8328366692618308,1.9207724685232543,1,-7.511716072855076,-27.725887222397812,21.023432145710153,22.401191053938025,0.7290721118281516,0.95,0.9999999999992318,p0044/crdm/p0044_crdm_gain_model_fit.eps
45,p0045,CRDM,gain,1.0,0.4,0.56,0.13333333333333333,40,0,0,0,10.770102809197164,8.0,3.3393421231612255,1.5526031556536541,1,-10.770102809197164,-27.72588722239781,27.540205618394328,28.9179645266222,0.6115506521826739,0.925,0.9999999999842638,p0045/crdm/p0045_crdm_gain_model_fit.eps
46,p0046,CRDM,gain,1.0,0.42500000000000004,0.6,0.13333333333333333,40,0,0,0,6.730777636276707,8.0,3.792366174512479,1.8995824960493382,1,-6.730777636276707,-27.725887222397812,19.46155527255341,20.839314180781287,0.7572385120704315,0.95,1.0,p0046/crdm/p0046_crdm_gain_model_fit.eps
47,p0047,CRDM,gain,1.0,0.42500000000000004,0.6,0.13333333333333333,40,0,0,0,6.730777636276707,8.0,3.7923661897226046,1.8995825033320766,1,-6.730777636276707,-27.725887222397812,19.46155527255341,20.839314180781287,0.7572385120704315,0.95,1.0,p0047/crdm/p0047_crdm_gain_model_fit.eps
48,p0048,CRDM,gain,1.0,0.42500000000000004,0.6,0.13333333333333333,40,0,0,0,6.7307776362767076,8.0,3.7923661761882363,1.8995825006922438,1,-6.7307776362767076,-27.725887222397812,19.461555272553415,20.839314180781287,0.7572385120704314,0.95,1.0,p0048/crdm/p0048_crdm_gain_model_fit.eps
49,p0049,CRDM,gain,1.0,0.42500000000000004,0.6,0.13333333333333333,40,0,0,0,6.7307776362767076,8.0,3.7923661790823746,1.8995824950052222,1,-6.7307776362767076,-27.725887222397812,19.461555272553415,20.839314180781287,0.7572385120704314,0.95,1.0,p0049/crdm/p0049_crdm_gain_model_fit.eps
50,p0050,CRDM,gain,1.0,0.775,0.68,0.9333333333333333,40,0,0,0,3.0527232621157507,8.0,-3.5392495359559657,2.482117702062162,1,-3.0527232621157507,-27.725887222397812,12.105446524231501,13.483205432459375,0.8898962822134807,0.975,0.9776947744775362,p0050/crdm/p0050_crdm_gain_model_fit.eps
51,p0051,CRDM,gain,1.0,0.775,0.68,0.9333333333333333,40,0,0,0,3.0527232621157503,8.0,-3.539249569457158,2.4821177056830295,1,-3.0527232621157503,-27.725887222397812,12.1054465242315,13.483205432459373,0.8898962822134807,0.975,0.9776947749579681,p0051/crdm/p0051_crdm_gain_model_fit.eps
52,p0052,CRDM,gain,1.0,0.775,0.68,0.9333333333333333,40,0,0,0,3.05272326211575,8.0,-3.5392495208284935,2.48211770154571,1,-3.05272326211575,-27.725887222397812,12.1054465242315,13.483205432459371,0.8898962822134807,0.975,0.9776947744090112,p0052/crdm/p0052_crdm_gain_model_fit.eps
53,p0053,CRDM,gain,1.0,0.775,0.68,0.9333333333333333,40,0,0,0,3.05272326211575,8.0,-3.5392496171350616,2.482117697799396,1,-3.05272326211575,-27.725887222397812,12.1054465242315,13.483205432459371,0.8898962822134807,0.975,0.9776947739119345,p0053/crdm/p0053_crdm_gain_model_fit.eps
54,p0054,CRDM,gain,1.0,0.775,0.68,0.9333333333333333,40,0,0,0,3.05272326211575,8.0,-3.53924958811975,2.482117705799876,1,-3.05272326211575,-27.725887222397812,12.1054465242315,13.483205432459371,0.8898962822134807,0.975,0.9776947749734718,p0054/crdm/p0054_crdm_gain_model_fit.eps
55,p0055,CRDM,gain,1.0,0.75,0.68,0.8666666666666667,40,0,0,0,3.549828032724864,8.0,-1.7232224870127841,2.49499874876902,1,-3.549828032724864,-27.725887222397812,13.099656065449729,14.4774149736776,0.8719670175294804,0.975,0.9793579405545504,p0055/crdm/p0055_crdm_gain_model_fit.eps
56,p0056,CRDM,gain,1.0,0.75,0.68,0.8666666666666667,40,0,0,0,3.549828032724865,8.0,-1.7232224815141217,2.494998749105731,1,-3.549828032724865,-27.725887222397812,13.099656065449729,14.477414973677602,0.8719670175294802,0.975,0.9793579405968332,p0056/crdm/p0056_crdm_gain_model_fit.eps
57,p0057,CRDM,gain,1.0,0.75,0.68,0.8666666666666667,40,0,0,0,3.549828032724865,8.0,-1.7232224775731093,2.4949987547124444,1,-3.549828032724865,-27.725887222397812,13.099656065449729,14.477414973677602,0.8719670175294802,0.975,0.9793579413009028,p0057/crdm/p0057_crdm_gain_model_fit.eps
58,p0058,CRDM,gain,1.0,0.75,0.68,0.8666666666666667,40,0,0,0,3.5498280327248644,8.0,-1.7232224768294788,2.49499874867629,1,-3.5498280327248644,-27.725887222397812,13.099656065449729,14.4774149736776,0.8719670175294804,0.975,0.9793579405429057,p0058/crdm/p0058_crdm_gain_model_fit.eps
59,p0059,CRDM,gain,1.0,0.75,0.68,0.8666666666666667,40,0,0,0,3.549828032724865,8.0,-1.7232225091254696,2.494998749367368,1,-3.549828032724865,-27.725887222397812,13.099656065449729,14.477414973677602,0.8719670175294802,0.975,0.9793579406296886,p0059/crdm/p0059_crdm_gain_model_fit.eps
60,p0060,CRDM,gain,1.0,0.725,0.68,0.8,40,0,0,0,2.7749802184134045,8.0,-0.09664397278033707,2.537570923569556,1,-2.7749802184134045,-27.725887222397812,11.549960436826808,12.927719345054681,0.8999137450082502,0.975,0.9842227551297865,p0060/crdm/p0060_crdm_gain_model_fit.eps
61,p0061,CRDM,gain,1.0,0.725,0.68,0.8,40,0,0,0,2.7749802184134036,8.0,-0.09664399561880627,2.5375709151520427,1,-2.7749802184134036,-27.725887222397812,11.549960436826808,12.92771934505468,0.8999137450082503,0.975,0.9842227542602701,p0061/crdm/p0061_crdm_gain_model_fit.eps
62,p0062,CRDM,gain,1.0,0.725,0.68,0.8,40,0,0,0,2.7749802184134045,8.0,-0.09664397107531228,2.537570921647122,1,-2.7749802184134045,-27.725887222397812,11.549960436826808,12.927719345054681,0.8999137450082502,0.975,0.9842227549312019,p0062/crdm/p0062_crdm_gain_model_fit.eps
63,p0063,CRDM,gain,1.0,0.725,0.68,0.8,40,0,0,0,2.774980218413404,8.0,-0.09664397836969406,2.537570922602403,1,-2.774980218413404,-27.725887222397812,11.549960436826808,12.92771934505468,0.8999137450082503,0.975,0.9842227550298811,p0063/crdm/p0063_crdm_gain_model_fit.eps
64,p0064,CRDM,gain,1.0,0.725,0.68,0.8,40,0,0,0,2.7749802184134045,8.0,-0.09664399733879472,2.5375709161040207,1,-2.7749802184134045,-27.725887222397812,11.549960436826808,12.927719345054681,0.8999137450082502,0.975,0.984222754358608,p0064/crdm/p0064_crdm_gain_model_fit.eps
65,p0065,CRDM,gain,1.0,0.575,0.68,0.4,40,0,0,0,2.973294467705228,8.0,1.756368572300921,2.4642828218775756,1,-2.973294467705228,-27.725887222397812,11.946588935410457,13.324347843638328,0.892761070408477,0.975,1.0,p0065/crdm/p0065_crdm_gain_model_fit.eps
66,p0066,CRDM,gain,1.0,0.575,0.68,0.4,40,0,0,0,2.9732944677052284,8.0,1.7563685713086246,2.4642828246111868,1,-2.9732944677052284,-27.725887222397812,11.946588935410457,13.324347843638328,0.892761070408477,0.975,1.0,p0066/crdm/p0066_crdm_gain_model_fit.eps
67,p0067,CRDM,gain,1.0,0.575,0.68,0.4,40,0,0,0,2.9732944677052284,8.0,1.7563685659567294,2.464282820948836,1,-2.9732944677052284,-27.725887222397812,11.946588935410457,13.324347843638328,0.892761070408477,0.975,1.0,p0067/crdm/p0067_crdm_gain_model_fit.eps
68,p0068,CRDM,gain,1.0,0.575,0.68,0.4,40,0,0,0,2.9732944677052284,8.0,1.756368565564695,2.4642828179401643,1,-2.9732944677052284,-27.725887222397812,11.946588935410457,13.324347843638328,0.892761070408477,0.975,1.0,p0068/crdm/p0068_crdm_gain_model_fit.eps
69,p0069,CRDM,gain,1.0,0.575,0.68,0.4,40,0,0,0,2.9732944677052293,8.0,1.7563685663117061,2.4642828192601636,1,-2.9732944677052293,-27.725887222397812,11.946588935410459,13.324347843638332,0.8927610704084769,0.975,1.0,p0069/crdm/p0069_crdm_gain_model_fit.eps
70,p0070,CRDM,gain,1.0,0.5,0.68,0.2,40,0,0,0,2.363716070247407,8.0,3.5464124827819634,2.4618171419714727,1,-2.363716070247407,-27.725887222397812,10.727432140494814,12.105191048722688,0.914746963684613,0.975,1.0,p0070/crdm/p0070_crdm_gain_model_fit.eps
71,p0071,CRDM,gain,1.0,0.5,0.68,0.2,40,0,0,0,2.363716070247407,8.0,3.5464124554254357,2.4618171398935367,1,-2.363716070247407,-27.725887222397812,10.727432140494814,12.105191048722688,0.914746963684613,0.975,1.0,p0071/crdm/p0071_crdm_gain_model_fit.eps
72,p0072,CRDM,gain,1.0,0.5,0.68,0.2,40,0,0,0,2.3637160702474067,8.0,3.546412472981936,2.4618171393327333,1,-2.3637160702474067,-27.725887222397812,10.727432140494813,12.105191048722686,0.914746963684613,0.975,1.0,p0072/crdm/p0072_crdm_gain_model_fit.eps
73,p0073,CRDM,gain,1.0,0.5,0.68,0.2,40,0,0,0,2.363716070247407,8.0,3.546412436096764,2.461817133222608,1,-2.363716070247407,-27.725887222397812,10.727432140494814,12.105191048722688,0.914746963684613,0.975,1.0,p0073/crdm/p0073_crdm_gain_model_fit.eps
74,p0074,CRDM,gain,1.0,0.5,0.68,0.2,40,0,0,0,2.3637160702474067,8.0,3.5464124598664846,2.4618171354840443,1,-2.3637160702474067,-27.725887222397812,10.727432140494813,12.105191048722686,0.914746963684613,0.975,1.0,p0074/crdm/p0074_crdm_gain_model_fit.eps
75,p0075,CRDM,gain,1.0,0.8,0.72,0.9333333333333333,40,0,0,0,1.148337073142082,8.0,-3.0068939434677473,2.9025578823786353,1,-1.148337073142082,-27.725887222397812,8.296674146284165,9.674433054512036,0.9585824949827243,1.0,0.9994114215319532,p0075/crdm/p0075_crdm_gain_model_fit.eps
76,p0076,CRDM,gain,1.0,0.8,0.72,0.9333333333333333,40,0,0,0,1.1483370731420823,8.0,-3.0068939289139474,2.9025578823400515,1,-1.1483370731420823,-27.725887222397812,8.296674146284165,9.674433054512036,0.9585824949827243,1.0,0.9994114215316815,p0076/crdm/p0076_crdm_gain_model_fit.eps
77,p0077,CRDM,gain,1.0,0.8,0.72,0.9333333333333333,40,0,0,0,1.1483370731420817,8.0,-3.0068939369858554,2.902557879730986,1,-1.1483370731420817,-27.725887222397812,8.296674146284163,9.674433054512036,0.9585824949827243,1.0,0.9994114215133112,p0077/crdm/p0077_crdm_gain_model_fit.eps
78,p0078,CRDM,gain,1.0,0.8,0.72,0.9333333333333333,40,0,0,0,1.1483370731420826,8.0,-3.0068939488223276,2.9025578833775194,1,-1.1483370731420826,-27.725887222397812,8.296674146284165,9.674433054512038,0.9585824949827243,1.0,0.9994114215389863,p0078/crdm/p0078_crdm_gain_model_fit.eps
79,p0079,CRDM,gain,1.0,0.8,0.72,0.9333333333333333,40,0,0,0,1.1483370731420823,8.0,-3.0068939321015016,2.9025578923484914,1,-1.1483370731420823,-27.725887222397812,8.296674146284165,9.674433054512036,0.9585824949827243,1.0,0.9994114216021508,p0079/crdm/p0079_crdm_gain_model_fit.eps
80,p0080,CRDM,gain,1.0,0.775,0.72,0.8666666666666667,40,0,0,0,1.5514038168584716,8.0,-1.6902684310634406,2.9203301624551656,1,-1.5514038168584716,-27.725887222397812,9.102807633716942,10.480566541944816,0.9440449351750518,1.0,0.9995256129729726,p0080/crdm/p0080_crdm_gain_model_fit.eps
81,p0081,CRDM,gain,1.0,0.775,0.72,0.8666666666666667,40,0,0,0,1.5514038168584723,8.0,-1.690268435674094,2.9203301546390295,1,-1.5514038168584723,-27.725887222397812,9.102807633716944,10.480566541944818,0.9440449351750518,1.0,0.9995256129273241,p0081/crdm/p0081_crdm_gain_model_fit.eps
82,p0082,CRDM,gain,1.0,0.775,0.72,0.8666666666666667,40,0,0,0,1.5514038168584723,8.0,-1.6902684506722423,2.9203301659044496,1,-1.5514038168584723,-27.725887222397812,9.102807633716944,10.480566541944818,0.9440449351750518,1.0,0.9995256129931174,p0082/crdm/p0082_crdm_gain_model_fit.eps
83,p0083,CRDM,gain,1.0,0.775,0.72,0.8666666666666667,40,0,0,0,1.5514038168584714,8.0,-1.6902684172655842,2.9203301565951687,1,-1.5514038168584714,-27.725887222397812,9.102807633716942,10.480566541944816,0.9440449351750518,1.0,0.9995256129387485,p0083/crdm/p0083_crdm_gain_model_fit.eps
84,p0084,CRDM,gain,1.0,0.775,0.72,0.8666666666666667,40,0,0,0,1.551403816858472,8.0,-1.6902684323123471,2.9203301561661967,1,-1.551403816858472,-27.725887222397812,9.102807633716944,10.480566541944818,0.9440449351750518,1.0,0.9995256129362432,p0084/crdm/p0084_crdm_gain_model_fit.eps
85,p0085,CRDM,gain,1.0,0.75,0.72,0.8,40,0,0,0,0.7904891287709266,8.0,0.17340138820916648,2.8661526561047106,1,-0.7904891287709266,-27.725887222397812,7.580978257541853,8.958737165769726,0.9714891313511387,1.0,0.9991015773634041,p0085/crdm/p0085_crdm_gain_model_fit.eps
86,p0086,CRDM,gain,1.0,0.75,0.72,0.8,40,0,0,0,0.7904891287709266,8.0,0.17340139295035065,2.8661526628484566,1,-0.7904891287709266,-27.725887222397812,7.580978257541853,8.958737165769726,0.9714891313511387,1.0,0.999101577431737,p0086/crdm/p0086_crdm_gain_model_fit.eps
87,p0087,CRDM,gain,1.0,0.75,0.72,0.8,40,0,0,0,0.7904891287709267,8.0,0.17340140528104514,2.8661526530329633,1,-0.7904891287709267,-27.725887222397812,7.580978257541854,8.958737165769726,0.9714891313511387,1.0,0.9991015773322788,p0087/crdm/p0087_crdm_gain_model_fit.eps
