,kappa_gt,gamma_gt,kappa_bhm_sing,gamma_bhm_sing,kappa_bhm_agg,gamma_bhm_agg
0,0.0009118819655545,0.2,0.0009354304,0.238634116,0.0011180051,0.2425144517
1,0.0009118819655545,0.4,0.0011723312,0.8315301458,0.0012399495,0.8382264873
2,0.0009118819655545,0.6000000000000001,0.0003116803,0.9844165263,0.0004385884,0.9907304074
3,0.0009118819655545,0.8,0.0006416535,6.866436788,0.000692407,4.2947815092
4,0.0009118819655545,1.0,0.0008689152,1.2696019891,0.000923556,1.2822299791
5,0.0009118819655545,1.2000000000000002,0.0005121451,2.6059312357,0.0005567221,2.4741539365
6,0.0009118819655545,1.4,0.0004216394,2.1164856063,0.0004780686,2.1017899339
7,0.0009118819655545,1.6,0.0009031799,2.9802874026,0.0009326356,2.7956447827
8,0.0009118819655545,1.8,0.0006394657,6.9160896273,0.0006927333,4.2782678649
9,0.0009118819655545,2.0,0.0016457869,6.3399261221,0.0016160796,4.3695941211
10,0.0024787521766663,0.2,0.0032215613,0.2748824982,0.0031978635,0.2756848475
11,0.0024787521766663,0.4,0.001928125,0.4620379454,0.0019496453,0.4632485758
12,0.0024787521766663,0.6000000000000001,0.0024294701,0.6721393877,0.0024239452,0.6737222687
13,0.0024787521766663,0.8,0.0028213059,0.4895611771,0.0027982017,0.4896386484
14,0.0024787521766663,1.0,0.0028343627,1.4752267099,0.0028270758,1.4851916269
15,0.0024787521766663,1.2000000000000002,0.0033579517,1.6598604318,0.0033501559,1.6643585469
16,0.0024787521766663,1.4,0.002323809,2.4032696845,0.0023225017,2.365025887
17,0.0024787521766663,1.6,0.001431896,1.121850702,0.0014501669,1.1273315388
18,0.0024787521766663,1.8,0.0028868799,4.9570646929,0.0028915845,4.0114607657
19,0.0024787521766663,2.0,0.0023513319,6.6643337677,0.002321793,4.5211190195
20,0.0067379469990854,0.2,0.0068311297,0.225559734,0.0067325714,0.2244565411
21,0.0067379469990854,0.4,0.0074511616,0.5199103509,0.0074160321,0.5186362099
22,0.0067379469990854,0.6000000000000001,0.0068100677,0.7804903511,0.0067923843,0.7805057927
23,0.0067379469990854,0.8,0.005613148,2.2020155859,0.0056024758,2.2224193186
24,0.0067379469990854,1.0,0.0062127648,1.2655397031,0.0062028448,1.2773142486
25,0.0067379469990854,1.2000000000000002,0.0067526267,1.107416644,0.0067353154,1.1111634868
26,0.0067379469990854,1.4,0.0066699858,2.6948795348,0.0066604251,2.7302527524
27,0.0067379469990854,1.6,0.0069255502,1.7642394546,0.0069193438,1.7912163619
28,0.0067379469990854,1.8,0.0065809554,5.460105636,0.0065763556,4.481405094
29,0.0067379469990854,2.0,0.0065009162,6.721114971,0.0065024843,4.8314578344
30,0.0183156388887341,0.2,0.0209514363,0.2895365769,0.0207283355,0.2892314563
31,0.0183156388887341,0.4,0.0195192784,0.6024757965,0.0194129181,0.6047272433
32,0.0183156388887341,0.6000000000000001,0.0211005164,0.8403868596,0.0210115892,0.8472627436
33,0.0183156388887341,0.8,0.0162248614,1.5016186563,0.0161813094,1.5360385407
34,0.0183156388887341,1.0,0.0171891934,1.2169116204,0.0171472179,1.2375914231
35,0.0183156388887341,1.2000000000000002,0.0195446474,0.8158710976,0.0194735805,0.8184872775
36,0.0183156388887341,1.4,0.0177836925,1.0718693365,0.0177199067,1.0825489076
37,0.0183156388887341,1.6,0.0190406269,1.4804790984,0.0190045421,1.5154347197
38,0.0183156388887341,1.8,0.0192828812,5.8687492386,0.0192492088,4.7235028445
39,0.0183156388887341,2.0,0.0162458831,2.4991384044,0.0162135541,2.6176022932
40,0.0497870683678639,0.2,0.0439423245,0.2115722046,0.0426811693,0.2122417344
41,0.0497870683678639,0.4,0.0443284476,0.291944666,0.0433295164,0.2933297211
42,0.0497870683678639,0.6000000000000001,0.0439307863,0.6071807622,0.0435449801,0.6116743291
43,0.0497870683678639,0.8,0.0439770839,1.6865067111,0.0437455897,1.8046497612
44,0.0497870683678639,1.0,0.0557323866,3.2442848712,0.0556417202,3.5689981392
45,0.0497870683678639,1.2000000000000002,0.0434417168,1.6338213781,0.0432204894,1.7405501033
46,0.0497870683678639,1.4,0.050191976,1.672495557,0.0499950871,1.8015297722
47,0.0497870683678639,1.6,0.0517029802,1.2376744778,0.0514526352,1.2879641505
48,0.0497870683678639,1.8,0.0551012535,2.0029410352,0.0549966883,2.2349853508
49,0.0497870683678639,2.0,0.049802231,1.6853641028,0.049575245,1.8124855439
50,0.1353352832366127,0.2,0.1511530991,0.2358253459,0.1426954818,0.2378963236
