,kappa_gt,gamma_gt,kappa_bhm_sing,gamma_bhm_sing,kappa_bhm_agg,gamma_bhm_agg
0,0.0009118819655545,0.3,0.0031326136,0.8178737553,0.0024986072,0.8053241002
1,0.0009118819655545,0.6,0.0019924006,0.6431748738,0.001198757,0.6451690413
2,0.0009118819655545,0.8999999999999999,0.0023500126,1.4739912937,0.0018851015,1.5506437327
3,0.0009118819655545,1.2,0.0023388725,0.8127878381,0.0016148461,0.810068335
4,0.0009118819655545,1.5,0.001549538,1.9409450529,0.0011123982,2.3009491209
5,0.0009118819655545,1.7999999999999998,0.001727047,1.0033902526,0.0010764796,1.0754315295
6,0.0009118819655545,2.1,0.0014951251,1.593121269,0.0009891361,1.8602075989
7,0.0009118819655545,2.4,0.0016343462,1.1618257712,0.0010138741,1.2877840786
8,0.0009118819655545,2.6999999999999997,0.001515619,1.7524561755,0.0010458253,2.0492384702
9,0.0009118819655545,3.0,0.0018180522,1.6105553034,0.001335025,1.7991972348
10,0.0023447990925907,0.3,0.0043238093,0.3591388401,0.0030641431,0.3326878258
11,0.0023447990925907,0.6,0.0027113765,0.4217593633,0.0016761649,0.4031066088
12,0.0023447990925907,0.8999999999999999,0.0027405208,1.0521173374,0.0021644591,1.0574495615
13,0.0023447990925907,1.2,0.0023672609,2.3449114887,0.0020507636,2.593750786
14,0.0023447990925907,1.5,0.0026356845,2.2082145799,0.0023288775,2.4030762908
15,0.0023447990925907,1.7999999999999998,0.0028014792,1.8271570579,0.0024392975,1.9349381305
16,0.0023447990925907,2.1,0.0024971029,1.7987016893,0.0021103061,1.9232887539
17,0.0023447990925907,2.4,0.0035364924,2.2729762813,0.0032899872,2.4816547037
18,0.0023447990925907,2.6999999999999997,0.002639044,2.2101678685,0.0023273992,2.3960342741
19,0.0023447990925907,3.0,0.0023703791,2.3533381043,0.002045298,2.581012989
20,0.006029379889393,0.3,0.0110003497,0.3833085418,0.0101972402,0.3704392364
21,0.006029379889393,0.6,0.0055939344,0.5738705881,0.0048213419,0.5488190743
22,0.006029379889393,0.8999999999999999,0.0046877273,2.1587278835,0.0044267389,2.3177325526
23,0.006029379889393,1.2,0.0067439656,1.3037217644,0.0064474217,1.3126180313
24,0.006029379889393,1.5,0.0065186797,2.2017423872,0.0063453065,2.3427071999
25,0.006029379889393,1.7999999999999998,0.0060533535,1.6589555191,0.0057860467,1.7026372741
26,0.006029379889393,2.1,0.0055506658,1.4160162389,0.0051990137,1.4266788432
27,0.006029379889393,2.4,0.0041434701,2.1253770144,0.0038909641,2.2961071885
28,0.006029379889393,2.6999999999999997,0.005725207,2.4054505534,0.0055228022,2.5653976278
29,0.006029379889393,3.0,0.0078279064,1.7367136243,0.0076263194,1.8006219652
30,0.0155038535990093,0.3,0.0144278351,0.2802283916,0.0131975413,0.2682101473
31,0.0155038535990093,0.6,0.0166792908,1.6601664199,0.0165171004,1.7018680316
32,0.0155038535990093,0.8999999999999999,0.0150736166,0.8676438086,0.0147666268,0.8660680463
33,0.0155038535990093,1.2,0.015765698,1.4007115433,0.0155607624,1.4261585223
34,0.0155038535990093,1.5,0.0160034776,2.6892767738,0.0159054366,2.8822109707
35,0.0155038535990093,1.7999999999999998,0.014424267,2.1251654897,0.0142693672,2.2346125888
36,0.0155038535990093,2.1,0.0136830069,2.5507455751,0.0135581651,2.7497185015
37,0.0155038535990093,2.4,0.0143387421,2.5249040078,0.0142100507,2.7077718314
38,0.0155038535990093,2.6999999999999997,0.013213262,2.2425088537,0.013059736,2.3848832174
39,0.0155038535990093,3.0,0.0156215495,1.7552512724,0.0154704908,1.8058314659
40,0.0398663678237249,0.3,0.0318419333,0.301057594,0.0303848096,0.2966598721
