SV_delta,ambig_trial,confidence
-3.074624856701499,0.0,-1.0
3.850750286597002,0.0,1.0
10.776125429895501,0.0,1.0
19.680179185565002,0.0,1.0
30.562911553605502,0.0,1.0
39.466965309275004,0.0,1.0
54.3070549020575,0.0,1.0
-13.074624856701499,0.0,-1.0
-6.149249713402998,0.0,-1.0
0.7761254298955009,0.0,1.0
9.680179185565002,0.0,1.0
20.562911553605502,0.0,1.0
29.466965309275004,0.0,1.0
44.3070549020575,0.0,1.0
-3.2544066207351507,0.0,-1.0
3.4911867585296985,0.0,1.0
10.236780137794547,0.0,1.0
18.909685911135067,0.0,1.0
29.50990407855126,0.0,1.0
38.18280985189178,0.0,1.0
52.63765280745931,0.0,1.0
-13.25440662073515,0.0,-1.0
-6.5088132414703015,0.0,-1.0
0.23678013779454687,0.0,-1.0
8.909685911135067,0.0,1.0
19.50990407855126,0.0,1.0
28.182809851891783,0.0,1.0
42.63765280745931,0.0,1.0
-3.5234165331765697,0.0,-1.0
2.9531669336468607,0.0,1.0
9.429750400470294,0.0,1.0
17.75678628638613,0.0,1.0
27.934274591394377,0.0,1.0
36.26131047731022,0.0,1.0
50.13970362050328,0.0,1.0
-13.523416533176569,0.0,-1.0
-7.046833066353139,0.0,-1.0
-0.5702495995297063,0.0,-1.0
7.756786286386131,0.0,1.0
17.934274591394377,0.0,1.0
26.261310477310218,0.0,1.0
40.13970362050328,0.0,1.0
-4.13715819916746,0.0,-1.0
1.7256836016650805,0.0,1.0
7.58852540249762,0.0,1.0
15.126464860710886,0.0,1.0
24.33950197630488,0.0,1.0
31.877441434518147,0.0,1.0
44.44067386487359,0.0,1.0
-14.137158199167459,0.0,-1.0
-8.27431639833492,0.0,-1.0
-2.41147459750238,0.0,-1.0
5.126464860710886,0.0,1.0
14.33950197630488,0.0,1.0
21.877441434518147,0.0,1.0
34.44067386487359,0.0,1.0
-4.9564833813816325,0.0,-1.0
0.08703323723673506,0.0,1.0
5.130549855855101,0.0,1.0
11.615071222650144,0.0,1.0
19.540597337621865,0.0,1.0
26.02511870441691,0.0,1.0
36.83265431574198,0.0,1.0
-14.956483381381632,0.0,-1.0
-9.912966762763265,0.0,-1.0
-4.869450144144899,0.0,-1.0
1.615071222650144,0.0,1.0
9.540597337621865,0.0,1.0
16.02511870441691,0.0,1.0
26.832654315741983,0.0,1.0
-5.5748875881357725,0.0,-1.0
-1.149775176271545,0.0,-1.0
3.2753372355926835,0.0,1.0
8.964767479418118,0.0,1.0
15.918515555204763,0.0,1.0
21.607945799030198,0.0,1.0
31.090329538739255,0.0,1.0
-15.574887588135773,0.0,-1.0
-11.149775176271545,0.0,-1.0
-6.7246627644073165,0.0,-1.0
-1.0352325205818822,0.0,-1.0
5.918515555204763,0.0,1.0
11.607945799030198,0.0,1.0
21.090329538739255,0.0,1.0
-6.058205567185181,0.0,-1.0
-2.1164111343703613,0.0,-1.0
1.825383298444459,0.0,1.0
6.893404712063511,0.0,1.0
13.087653106486801,0.0,1.0
18.155674520105855,0.0,1.0
26.602376876137612,0.0,1.0
-16.05820556718518,0.0,-1.0
-12.116411134370361,0.0,-1.0
-8.174616701555541,0.0,-1.0
-3.1065952879364893,0.0,-1.0
3.087653106486801,0.0,1.0
8.155674520105855,0.0,1.0
16.602376876137612,0.0,1.0
-6.446341889261381,0.0,-1.0
-2.8926837785227626,0.0,1.0
0.6609743322158561,0.0,1.0
5.229963331736938,0.0,-1.0
10.81428322004048,0.0,1.0
15.383272219561562,0.0,1.0
22.99825388543003,0.0,1.0
-16.446341889261383,0.0,-1.0
-12.892683778522763,0.0,-1.0
-9.339025667784144,0.0,-1.0
-4.770036668263062,0.0,1.0
0.8142832200404797,0.0,-1.0
5.383272219561562,0.0,1.0
12.998253885430032,0.0,1.0
