,kappa_gt,gamma_gt,kappa_bhm_sing,gamma_bhm_sing,kappa_bhm_agg,gamma_bhm_agg
0,1e-05,1.6666666666666667,0.0276459425,10.0040633399,0.1067871489,7.3527583792
1,1e-05,3.333333333333333,3.0274434442,6.5200957226,9306.438497881,5.5451136984
2,1e-05,5.0,0.2001205921,13.3026744444,0.1212696243,7.669070688
3,0.0031622776601683,1.6666666666666667,0.0270536158,1.5816707196,0.0597759121,1.582355015
4,0.0031622776601683,3.333333333333333,0.7372477245,2.3699834182,0.9891799503,6.8825102974
5,0.0031622776601683,5.0,3.666137314,2.7386419272,0.0580618553,8.1828565937
6,1.0,1.6666666666666667,1.0451748086,1.6127443833,1.0427403043,6.1076543673
7,1.0,3.333333333333333,1.0404694413,1.514958484,1.0528700588,6.6878694974
8,1.0,5.0,0.9326789377,1.5871757607,0.8966196861,7.5726108422
