,subject,task,response_rate,percent_impulse,conf_1,conf_2,conf_3,conf_4,negLL,gamma,kappa,alpha,at_bound,LL,LL0,AIC,BIC,R2,softmax_accuracy,softmax_range,fig_fn
81,p0081,CDD,1.0,0.9910714285714286,112,0,0,0,2.643903213182527,0.6389262267264741,2.7033938836234417,1,0,-2.643903213182527,-77.63248422271387,9.287806426365055,14.724804168955242,0.9659433388013497,0.9821428571428571,0.5232197470675395,p0081/cdd/p0081_cdd_gain_model_fit.eps
82,p0082,CDD,1.0,0.9910714285714286,112,0,0,0,5.82842223055232e-05,8.0,2.370293231593734,1,1,-5.82842223055232e-05,-77.63248422271387,4.000116568444611,9.437114311034799,0.9999992492289421,1.0,0.9999746594542404,p0082/cdd/p0082_cdd_gain_model_fit.eps
83,p0083,CDD,1.0,0.9910714285714286,112,0,0,0,5.8284222305432986e-05,8.0,2.3702932735498266,1,1,-5.8284222305432986e-05,-77.63248422271387,4.000116568444611,9.437114311034799,0.9999992492289421,1.0,0.9999746594206882,p0083/cdd/p0083_cdd_gain_model_fit.eps
84,p0084,CDD,1.0,0.9910714285714286,112,0,0,0,5.82842223054995e-05,8.0,2.370293327750464,1,1,-5.82842223054995e-05,-77.63248422271387,4.000116568444611,9.437114311034799,0.9999992492289421,1.0,0.999974659377344,p0084/cdd/p0084_cdd_gain_model_fit.eps
85,p0085,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0085/cdd/p0085_cdd_gain_model_fit.eps
86,p0086,CDD,1.0,0.9910714285714286,112,0,0,0,5.828422230557393e-05,8.0,2.370293365617477,1,1,-5.828422230557393e-05,-77.63248422271387,4.000116568444611,9.437114311034799,0.9999992492289421,1.0,0.9999746593470618,p0086/cdd/p0086_cdd_gain_model_fit.eps
87,p0087,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0087/cdd/p0087_cdd_gain_model_fit.eps
88,p0088,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0088/cdd/p0088_cdd_gain_model_fit.eps
89,p0089,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0089/cdd/p0089_cdd_gain_model_fit.eps
90,p0090,CDD,1.0,0.9107142857142857,112,0,0,0,28.356768237889465,0.20645314608169463,2.270428566107621,1,0,-28.356768237889465,-77.63248422271387,60.71353647577893,66.15053421836912,0.63473063471035,0.9196428571428571,0.5725075679648624,p0090/cdd/p0090_cdd_gain_model_fit.eps
91,p0091,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0091/cdd/p0091_cdd_gain_model_fit.eps
92,p0092,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0092/cdd/p0092_cdd_gain_model_fit.eps
93,p0093,CDD,1.0,1.0,112,0,0,0,5.487277567152569e-22,8.0,7.875,1,1,-5.487277567152569e-22,-77.63248422271387,4.0,9.436997742590188,1.0,1.0,5.482976800654047e-22,p0093/cdd/p0093_cdd_gain_model_fit.eps
