,alpha_gt,beta_gt,gamma_gt,alpha_bhm_agg,beta_bhm_agg,gamma_bhm_agg
40,0.3678794411714423,1.0,1.6,0.3945263536,0.96887051,1.7088082328
41,0.3678794411714423,1.0,3.2,0.4079433861,1.1784817543,2.5211342021
42,0.3678794411714423,1.0,4.800000000000001,0.3459672543,1.0435103609,3.743479136
43,0.3678794411714423,1.0,6.4,0.3910346233,1.3526706641,4.7737215902
44,0.3678794411714423,1.0,8.0,0.3732823945,0.805812655,4.9301727274
45,0.3678794411714423,2.0,1.6,0.3307551864,0.8767248491,2.3829654878
46,0.3678794411714423,2.0,3.2,0.3442839434,1.4067437101,3.156855059
47,0.3678794411714423,2.0,4.800000000000001,0.3599972121,1.2660524399,4.6883205354
48,0.3678794411714423,2.0,6.4,0.3263881341,1.1434300491,5.1340418595
49,0.3678794411714423,2.0,8.0,0.3527004348,1.2520605182,4.6270384753
50,0.6065306597126334,-2.0,1.6,0.6621185581,-1.3587057112,1.3418390622
51,0.6065306597126334,-2.0,3.2,0.6185635226,-1.3966162588,2.7961959044
52,0.6065306597126334,-2.0,4.800000000000001,0.6248357285,-1.245556677,4.426393787
53,0.6065306597126334,-2.0,6.4,0.6649703739,-1.1813260767,4.6615180803
54,0.6065306597126334,-2.0,8.0,0.5913554132,-1.3034922177,4.8436607461
55,0.6065306597126334,-1.0,1.6,0.6250681469,-1.151316389,1.8637406885
56,0.6065306597126334,-1.0,3.2,0.6455391215,-0.8415323368,2.0804215337
57,0.6065306597126334,-1.0,4.800000000000001,0.5760367116,-0.6965517475,4.5896884537
58,0.6065306597126334,-1.0,6.4,0.6617710853,-1.0171560973,4.4438582779
59,0.6065306597126334,-1.0,8.0,0.6389277928,-1.0595779813,4.437449565
60,0.6065306597126334,0.0,1.6,0.5421838972,0.0298680441,2.4587591595
61,0.6065306597126334,0.0,3.2,0.5771004987,-0.1573610893,3.5003709143
62,0.6065306597126334,0.0,4.800000000000001,0.5546391239,-0.0712622252,3.845671481
63,0.6065306597126334,0.0,6.4,0.6286657262,-0.0174536402,5.1277609107
64,0.6065306597126334,0.0,8.0,0.6009414807,-0.0984537416,4.4427994966
65,0.6065306597126334,1.0,1.6,0.5379125415,0.685293977,1.9057358531
66,0.6065306597126334,1.0,3.2,0.5745720367,0.8274976912,3.7503329756
67,0.6065306597126334,1.0,4.800000000000001,0.6378321807,1.0210945024,3.6110421551
68,0.6065306597126334,1.0,6.4,0.6104938693,1.2850725282,4.1588899831
69,0.6065306597126334,1.0,8.0,0.602190797,0.9537188727,4.1237177981
70,0.6065306597126334,2.0,1.6,0.5113440548,1.4040542099,2.3647952832
71,0.6065306597126334,2.0,3.2,0.5870469903,1.4467115415,4.2769601118
72,0.6065306597126334,2.0,4.800000000000001,0.5851513615,1.4379778227,4.1809380841
73,0.6065306597126334,2.0,6.4,0.5890900412,1.7568018921,4.1903307602
74,0.6065306597126334,2.0,8.0,0.5749942652,1.5385275302,4.8661756491
75,1.0,-2.0,1.6,0.9708906418,-0.9889418909,2.7203636692
76,1.0,-2.0,3.2,1.0196993707,-0.9352617174,2.3768867303
77,1.0,-2.0,4.800000000000001,1.0084884353,-0.9671204305,3.1731091267
78,1.0,-2.0,6.4,0.9709069505,-0.7473824665,3.8824141394
79,1.0,-2.0,8.0,1.0377197824,-0.9449773674,3.3451993205
80,1.0,-1.0,1.6,0.9774553012,-0.9761764138,2.5694465629
81,1.0,-1.0,3.2,1.0110082415,-0.7149415037,2.7244814185
82,1.0,-1.0,4.800000000000001,1.0511491284,-0.6622528234,3.1204472721
83,1.0,-1.0,6.4,1.0224374891,-0.9584430287,3.3325704583
84,1.0,-1.0,8.0,0.9797730071,-0.9851293422,2.8883641884
85,1.0,0.0,1.6,0.996848039,0.0688636602,2.0475852239
86,1.0,0.0,3.2,1.062426881,0.0570316785,2.8278916314
87,1.0,0.0,4.800000000000001,1.0564398197,0.0521911303,3.0558214175
88,1.0,0.0,6.4,1.009839414,0.0004004667,3.4363093939
89,1.0,0.0,8.0,1.0068131482,-0.2003064123,3.7672259434
90,1.0,1.0,1.6,1.0028973467,1.0497259317,2.372725333
91,1.0,1.0,3.2,0.9636019097,0.987686877,3.0129475057
92,1.0,1.0,4.800000000000001,1.0147503164,0.9778128277,3.9540223049
93,1.0,1.0,6.4,0.9818759441,0.9672450821,3.9162799258
94,1.0,1.0,8.0,1.0059594834,1.0136096303,3.766474536
95,1.0,2.0,1.6,0.988952514,1.7529692815,1.8181535513
96,1.0,2.0,3.2,1.0002843442,2.0369267329,3.4602651011
97,1.0,2.0,4.800000000000001,1.0448079831,2.1449392203,3.1279590978
98,1.0,2.0,6.4,1.0527019933,1.9194332075,3.3115960751
99,1.0,2.0,8.0,0.9646612349,1.7591082213,3.9939126899
100,1.6487212707001282,-2.0,1.6,1.6208920521,-0.4086246197,2.3605098613
101,1.6487212707001282,-2.0,3.2,1.6212535033,-0.4057694219,2.3617369054
102,1.6487212707001282,-2.0,4.800000000000001,1.7541967522,-0.3343733074,2.2580727751
103,1.6487212707001282,-2.0,6.4,1.6207773064,-0.4058026657,2.3710095603
104,1.6487212707001282,-2.0,8.0,1.7544198124,-0.3334254044,2.2587359048
105,1.6487212707001282,-1.0,1.6,1.753993057,-0.3385059014,2.2583056048
106,1.6487212707001282,-1.0,3.2,1.6440879323,-0.4204457829,1.3508423156
107,1.6487212707001282,-1.0,4.800000000000001,1.6214026203,-0.4064510819,2.3600585344
108,1.6487212707001282,-1.0,6.4,1.620913493,-0.4073423102,2.3616285001
109,1.6487212707001282,-1.0,8.0,1.6213180078,-0.4062969061,2.368223884
110,1.6487212707001282,0.0,1.6,1.7042426826,-0.0802059457,1.0957357598
111,1.6487212707001282,0.0,3.2,1.6208140016,-0.4083867337,2.3551022574
112,1.6487212707001282,0.0,4.800000000000001,1.6212447073,-0.4084975141,2.36365285
113,1.6487212707001282,0.0,6.4,1.6207076725,-0.4097003294,2.3641418191
114,1.6487212707001282,0.0,8.0,1.6213639035,-0.409436107,2.3640104016
115,1.6487212707001282,1.0,1.6,1.5679046122,0.8945855236,1.8241408776
116,1.6487212707001282,1.0,3.2,1.6243702733,1.0078265788,2.4160529231
117,1.6487212707001282,1.0,4.800000000000001,1.6241869325,1.0077845022,2.4011631756
118,1.6487212707001282,1.0,6.4,1.614523094,0.925110907,2.4625938373
119,1.6487212707001282,1.0,8.0,1.6244644333,1.0078375283,2.4056659724
120,1.6487212707001282,2.0,1.6,1.7493189633,2.0734873226,2.304279624
121,1.6487212707001282,2.0,3.2,1.6248410857,2.016704392,2.3669555467
122,1.6487212707001282,2.0,4.800000000000001,1.6246799373,2.0173630314,2.3678287613
123,1.6487212707001282,2.0,6.4,1.6246010688,2.017149118,2.3713805475
124,1.6487212707001282,2.0,8.0,1.6253096708,2.0170029861,2.3705731616
