,alpha_gt,beta_gt,gamma_gt,alpha_bhm_agg,beta_bhm_agg,gamma_bhm_agg
0,0.2231301601484298,-2.0,1.6,0.296008599,-0.808737038,1.9628376684
1,0.2231301601484298,-2.0,3.2,0.2628780119,-1.6230905152,3.8551958681
2,0.2231301601484298,-2.0,4.800000000000001,0.253337131,-1.3403065275,4.0734465709
3,0.2231301601484298,-2.0,6.4,0.2647057187,-1.6879706213,5.1830022088
4,0.2231301601484298,-2.0,8.0,0.259265922,-1.4752582439,5.372598288
5,0.2231301601484298,-1.0,1.6,0.3013898838,-0.6667217555,1.2861003295
6,0.2231301601484298,-1.0,3.2,0.2833263336,-0.7714893415,2.2268283099
7,0.2231301601484298,-1.0,4.800000000000001,0.2561226899,-0.8459436027,4.3602895341
8,0.2231301601484298,-1.0,6.4,0.2959036382,-0.6323301431,5.6920378286
9,0.2231301601484298,-1.0,8.0,0.2405821648,-0.9532858279,5.7246822958
10,0.2231301601484298,0.0,1.6,0.3082747859,0.6571323192,0.8395804666
11,0.2231301601484298,0.0,3.2,0.2577665132,0.1325288154,3.0508959367
12,0.2231301601484298,0.0,4.800000000000001,0.2554187619,0.3683199528,3.8192173674
13,0.2231301601484298,0.0,6.4,0.2422737014,0.409944579,3.8947640966
14,0.2231301601484298,0.0,8.0,0.2346871249,0.9538838405,5.3197792661
15,0.2231301601484298,1.0,1.6,0.2805674165,0.3311477187,2.6450731348
16,0.2231301601484298,1.0,3.2,0.2965315357,1.014504076,4.2602758726
17,0.2231301601484298,1.0,4.800000000000001,0.2107818655,0.7816574039,4.4699954563
18,0.2231301601484298,1.0,6.4,0.2359475274,0.8491122948,4.6843016652
19,0.2231301601484298,1.0,8.0,0.285463133,1.113324174,4.5896514673
20,0.2231301601484298,2.0,1.6,0.3633218026,1.455608258,1.7770488073
21,0.2231301601484298,2.0,3.2,0.2299519385,1.1595790535,2.6490799192
22,0.2231301601484298,2.0,4.800000000000001,0.197896595,0.8763030828,5.6089930464
23,0.2231301601484298,2.0,6.4,0.2583587305,0.9136290557,6.1716630532
24,0.2231301601484298,2.0,8.0,0.2043096527,0.9292688326,5.1694150663
25,0.3678794411714423,-2.0,1.6,0.4399093419,-1.6603926183,1.6114138119
26,0.3678794411714423,-2.0,3.2,0.3763743333,-1.5860052163,4.0280015094
27,0.3678794411714423,-2.0,4.800000000000001,0.3816846717,-1.3374834724,3.9477145208
28,0.3678794411714423,-2.0,6.4,0.3458993392,-1.6469385098,4.8348814895
29,0.3678794411714423,-2.0,8.0,0.3827824188,-1.6461161668,4.7699706446
30,0.3678794411714423,-1.0,1.6,0.3722667781,-0.787362206,2.0225568202
31,0.3678794411714423,-1.0,3.2,0.4270051688,-0.7859519037,2.4114283483
32,0.3678794411714423,-1.0,4.800000000000001,0.3724630576,-1.3265742386,4.0532872878
33,0.3678794411714423,-1.0,6.4,0.3922862974,-0.8366567016,4.5826632518
34,0.3678794411714423,-1.0,8.0,0.3946174251,-1.234014534,4.8272472736
35,0.3678794411714423,0.0,1.6,0.3393586316,0.046087,0.9663880734
36,0.3678794411714423,0.0,3.2,0.4370869324,0.1675375008,2.8896931145
37,0.3678794411714423,0.0,4.800000000000001,0.3952344854,0.1449938175,5.1386132245
38,0.3678794411714423,0.0,6.4,0.3589826289,-0.0140041123,3.7963809701
39,0.3678794411714423,0.0,8.0,0.3975758201,0.1753577204,6.0819526518
