,alpha_gt,beta_gt,gamma_gt,alpha_bhm_sing,beta_bhm_sing,gamma_bhm_sing,alpha_bhm_agg,beta_bhm_agg,gamma_bhm_agg
106,4.055199966844674,-4.1,3.2,2.6244273006,-0.1697917682,1.013517707,3.063800931,-0.3493697554,0.7405017323
107,4.055199966844674,-4.1,4.800000000000001,2.8531215183,0.0896006639,1.0797017223,3.0291873887,-0.4163942973,0.7557280012
108,4.055199966844674,-4.1,6.4,3.2512077242,0.0579046479,2.4493731242,2.9965674771,-0.5049717598,1.2789383354
109,4.055199966844674,-4.1,8.0,2.6637776675,-0.0307551168,1.1247125313,3.1444672138,-0.4171979401,1.3625908335
110,4.055199966844674,-4.1,1.6,2.9311326989,0.0378003623,1.6747843766,2.9815149777,-0.487238365,1.150206765
111,4.055199966844674,-4.1,3.2,2.3004844098,-0.0581561002,0.5902002776,3.2667156315,-0.5981864458,1.820530095
112,4.055199966844674,-4.1,4.800000000000001,2.4954007627,-0.0539839403,0.4874738895,2.9049476263,-0.380731616,0.9358097605
113,4.055199966844674,-4.1,6.4,2.6328368188,-0.137856928,1.1776527072,3.1269558728,-0.4887547005,1.2958864794
114,4.055199966844674,-4.1,8.0,2.8948298423,-0.1427747492,1.2751860655,2.8423295427,-0.4503156344,0.5871625571
115,4.055199966844674,-4.1,1.6,2.8473778229,0.0719180632,1.4926372086,2.9900321968,-0.3251328855,0.9684014163
116,4.055199966844674,-4.1,3.2,2.818699451,0.077074196,1.4768382012,3.2042681219,-0.2469204813,1.6168176165
117,4.055199966844674,-4.1,4.800000000000001,2.3201638047,-0.0675036485,0.3823430933,3.163153898,-0.2763803684,1.7953090386
118,4.055199966844674,-4.1,6.4,2.9755858954,0.0078759342,1.3529979698,2.8590130017,-0.376428413,0.2575041446
119,4.055199966844674,-4.1,8.0,2.4995417105,-0.1430046962,0.7137621203,3.0427304241,-0.3215535995,0.9664845282
120,4.055199966844674,-4.1,1.6,2.7760519081,0.0365232406,1.1296726404,2.8753999624,-0.3639861736,1.2216419767
121,4.055199966844674,-4.1,3.2,2.4619215131,0.0174064014,0.7069272606,3.1038969413,-0.269685666,1.301575113
122,4.055199966844674,-4.1,4.800000000000001,2.5921309068,-0.0966818918,0.6294262679,3.1641960872,-0.4601871867,1.7893721259
123,4.055199966844674,-4.1,6.4,1.5011080667,0.8051279378,2.1244641222,3.0449513679,-0.2449124262,0.9347442231
124,4.055199966844674,-4.1,8.0,1.8740569845,0.4235297577,1.4158902359,2.8573865719,-0.5935341092,0.87848164
