SV_delta,ambig_trial,confidence
-0.028595674598691296,0.0,-1.0
-0.027335522941665268,0.0,1.0
-0.02612952436468918,0.0,-1.0
-0.024399191715901932,0.0,-1.0
-0.023287994071945844,0.0,-1.0
-0.021672929218834788,0.0,-1.0
-0.020110032914753134,0.0,-1.0
-0.018591084317037664,0.0,-1.0
-0.016623801554883463,0.0,-1.0
-0.01518591974729189,0.0,-1.0
-0.011935894661969398,0.0,-1.0
-0.010581939633751616,0.0,-1.0
-0.008808196673522752,0.0,-1.0
-0.007499492124047189,0.0,-1.0
-0.022494475878705962,0.0,-1.0
-0.020071107307502056,0.0,-1.0
-0.017751879274855734,0.0,-1.0
-0.014424316488726413,0.0,-1.0
-0.01228739794265701,0.0,-1.0
-0.00918150399436652,0.0,-1.0
-0.0061759341788248795,0.0,-1.0
-0.0032548791832182067,0.0,1.0
0.0005283568978475678,0.0,-1.0
0.00329351422013905,0.0,-1.0
0.009543562461143844,0.0,-1.0
0.012147322130793427,0.0,-1.0
0.0155583662850797,0.0,-1.0
0.01807510580330194,0.0,1.0
-0.015884843932055182,0.0,1.0
-0.012201323703825248,0.0,-1.0
-0.008676097094202837,0.0,-1.0
-0.003618201659286266,0.0,-1.0
-0.00037008546926077523,0.0,1.0
0.004350873332140771,0.0,-1.0
0.008919339451764062,0.0,-1.0
0.013359343045086208,0.0,1.0
0.019109861888306184,0.0,1.0
0.02331290101818924,0.0,-1.0
0.032812974344516514,0.0,-1.0
0.03677068904238389,0.0,-1.0
0.04195547615689902,0.0,-1.0
0.04578092022459682,0.0,-1.0
-0.009783645212069845,0.0,-1.0
0.015640049854109044,1.0,1.0
0.043182386175802855,1.0,1.0
0.06860608124198173,1.0,1.0
-0.00493690806966204,0.0,-1.0
0.025333911877896048,1.0,1.0
0.058127300154417326,1.0,1.0
0.0883981201019754,1.0,1.0
-0.0002984520043693914,0.0,-1.0
0.034611195084966566,1.0,-1.0
0.0724299794317472,1.0,1.0
0.10733962652108314,1.0,1.0
0.00635667356788925,0.0,-1.0
0.047921978639529635,1.0,1.0
0.09295105913380672,1.0,1.0
0.1345163642054471,1.0,1.0
0.010630510660028056,0.0,1.0
0.05646999473077461,1.0,-1.0
0.10612943580741674,1.0,-1.0
0.15196891987816327,1.0,1.0
0.016842298556609035,0.0,-1.0
0.0688940674669683,1.0,1.0
0.1252834837865242,1.0,1.0
0.17733525269688344,1.0,-1.0
0.022853438187692317,0.0,1.0
0.08091682762030536,1.0,1.0
0.14381883283896948,1.0,1.0
0.2018822222715825,1.0,1.0
0.028695548178905662,0.0,-1.0
0.09260151497153135,1.0,-1.0
0.16183297899687585,1.0,-1.0
0.22573894578950152,1.0,1.0
0.03626202034103721,0.0,1.0
0.10773506461356741,1.0,1.0
0.18516419590880848,1.0,1.0
0.25663724018133866,1.0,1.0
0.041792334985620176,0.0,-1.0
0.11879613632790492,1.0,-1.0
0.20221692111538006,1.0,1.0
0.2792207224576647,1.0,1.0
0.05429243146762976,0.0,-1.0
0.14379732929964265,1.0,1.0
0.24076096861765658,1.0,1.0
0.33026586644966943,1.0,1.0
0.05949995080692893,0.0,1.0
0.15421278457978813,1.0,1.0
0.2568183545003856,1.0,1.0
0.35153118827324475,1.0,1.0
0.06632203911550147,0.0,-1.0
0.1678575069639979,1.0,1.0
0.277854263799869,1.0,1.0
0.37938973164836537,1.0,1.0
0.07135551815194596,0.0,-1.0
0.17792486771520977,1.0,1.0
0.29337499640874554,1.0,1.0
0.39994434597200934,1.0,1.0
0.0029271854545662654,0.0,1.0
0.010197291168177976,0.0,-1.0
0.017154975266116944,0.0,-1.0
0.027137663624504912,0.0,-1.0
0.03354841926271312,0.0,1.0
0.04286610110758459,0.0,-1.0
0.051882810554209506,0.0,-1.0
0.060645975541029525,0.0,-1.0
0.07199568378422685,0.0,1.0
0.0802911557511013,0.0,1.0
0.09904130047411569,0.0,-1.0
0.10685257948306442,0.0,1.0
0.11708571194592327,0.0,1.0
0.12463593050058996,0.0,1.0
